Hybridization REF	TCGA-A1-A0SD-01A-11R	TCGA-A1-A0SE-01A-11R	TCGA-A1-A0SH-01A-11R	TCGA-A1-A0SJ-01A-11R	TCGA-A1-A0SK-01A-12R	TCGA-A1-A0SM-01A-11R	TCGA-A1-A0SO-01A-22R	TCGA-A1-A0SP-01A-11R	TCGA-A2-A04N-01A-11R	TCGA-A2-A04P-01A-31R	TCGA-A2-A04Q-01A-21R	TCGA-A2-A04R-01A-41R	TCGA-A2-A04T-01A-21R	TCGA-A2-A04U-01A-11R	TCGA-A2-A04V-01A-21R	TCGA-A2-A04W-01A-31R	TCGA-A2-A04X-01A-21R	TCGA-A2-A04Y-01A-21R	TCGA-A2-A0CL-01A-11R	TCGA-A2-A0CM-01A-31R	TCGA-A2-A0CP-01A-11R	TCGA-A2-A0CQ-01A-21R	TCGA-A2-A0CS-01A-11R	TCGA-A2-A0CT-01A-31R	TCGA-A2-A0CU-01A-12R	TCGA-A2-A0CV-01A-31R	TCGA-A2-A0CW-01A-21R	TCGA-A2-A0CX-01A-21R	TCGA-A2-A0CY-01A-12R	TCGA-A2-A0CZ-01A-11R	TCGA-A2-A0D0-01A-11R	TCGA-A2-A0D1-01A-11R	TCGA-A2-A0D2-01A-21R	TCGA-A2-A0D3-01A-11R	TCGA-A2-A0D4-01A-11R	TCGA-A2-A0EM-01A-11R	TCGA-A2-A0EN-01A-13R	TCGA-A2-A0EO-01A-11R	TCGA-A2-A0EQ-01A-11R	TCGA-A2-A0ER-01A-21R	TCGA-A2-A0ES-01A-11R	TCGA-A2-A0ET-01A-31R	TCGA-A2-A0EU-01A-22R	TCGA-A2-A0EV-01A-11R	TCGA-A2-A0EW-01A-21R	TCGA-A2-A0EX-01A-21R	TCGA-A2-A0EY-01A-11R	TCGA-A2-A0ST-01A-12R	TCGA-A2-A0SU-01A-11R	TCGA-A2-A0SV-01A-11R	TCGA-A2-A0SW-01A-11R	TCGA-A2-A0SX-01A-12R	TCGA-A2-A0SY-01A-31R	TCGA-A2-A0T0-01A-22R	TCGA-A2-A0T1-01A-21R	TCGA-A2-A0T2-01A-11R	TCGA-A2-A0T3-01A-21R	TCGA-A2-A0T4-01A-31R	TCGA-A2-A0T5-01A-21R	TCGA-A2-A0T6-01A-11R	TCGA-A2-A0T7-01A-21R	TCGA-A2-A0YC-01A-11R	TCGA-A2-A0YD-01A-11R	TCGA-A2-A0YE-01A-11R	TCGA-A2-A0YF-01A-21R	TCGA-A2-A0YG-01A-21R	TCGA-A2-A0YH-01A-11R	TCGA-A2-A0YI-01A-31R	TCGA-A2-A0YJ-01A-11R	TCGA-A2-A0YK-01A-22R	TCGA-A2-A0YL-01A-21R	TCGA-A2-A0YM-01A-11R	TCGA-A2-A0YT-01A-11R	TCGA-A7-A0CD-01A-11R	TCGA-A7-A0CE-01A-11R	TCGA-A7-A0CG-01A-12R	TCGA-A7-A0CH-01A-21R	TCGA-A7-A0CJ-01A-21R	TCGA-A7-A0D9-01A-31R	TCGA-A7-A0DA-01A-31R	TCGA-A7-A0DB-01A-11R	TCGA-A7-A0DC-01A-11R	TCGA-A8-A06N-01A-12R	TCGA-A8-A06O-01A-11R	TCGA-A8-A06P-01A-11R	TCGA-A8-A06Q-01A-11R	TCGA-A8-A06R-01A-11R	TCGA-A8-A06T-01A-11R	TCGA-A8-A06U-01A-11R	TCGA-A8-A06X-01A-21R	TCGA-A8-A06Y-01A-21R	TCGA-A8-A06Z-01A-11R	TCGA-A8-A075-01A-11R	TCGA-A8-A076-01A-21R	TCGA-A8-A079-01A-21R	TCGA-A8-A07B-01A-11R	TCGA-A8-A07C-01A-11R	TCGA-A8-A07E-01A-11R	TCGA-A8-A07F-01A-11R	TCGA-A8-A07G-01A-11R	TCGA-A8-A07I-01A-11R	TCGA-A8-A07J-01A-11R	TCGA-A8-A07L-01A-11R	TCGA-A8-A07O-01A-11R	TCGA-A8-A07P-01A-11R	TCGA-A8-A07R-01A-21R	TCGA-A8-A07S-01A-11R	TCGA-A8-A07U-01A-11R	TCGA-A8-A07W-01A-11R	TCGA-A8-A07Z-01A-11R	TCGA-A8-A081-01A-11R	TCGA-A8-A082-01A-11R	TCGA-A8-A083-01A-21R	TCGA-A8-A084-01A-21R	TCGA-A8-A085-01A-11R	TCGA-A8-A086-01A-11R	TCGA-A8-A08A-01A-11R	TCGA-A8-A08B-01A-11R	TCGA-A8-A08C-01A-11R	TCGA-A8-A08F-01A-11R	TCGA-A8-A08G-01A-11R	TCGA-A8-A08H-01A-21R	TCGA-A8-A08I-01A-11R	TCGA-A8-A08J-01A-11R	TCGA-A8-A08L-01A-11R	TCGA-A8-A08O-01A-21R	TCGA-A8-A08P-01A-11R	TCGA-A8-A08R-01A-11R	TCGA-A8-A08S-01A-11R	TCGA-A8-A08T-01A-21R	TCGA-A8-A08X-01A-21R	TCGA-A8-A08Z-01A-21R	TCGA-A8-A090-01A-11R	TCGA-A8-A091-01A-11R	TCGA-A8-A092-01A-11R	TCGA-A8-A093-01A-11R	TCGA-A8-A094-01A-11R	TCGA-A8-A095-01A-11R	TCGA-A8-A096-01A-11R	TCGA-A8-A097-01A-11R	TCGA-A8-A099-01A-11R	TCGA-A8-A09A-01A-11R	TCGA-A8-A09B-01A-11R	TCGA-A8-A09C-01A-11R	TCGA-A8-A09D-01A-11R	TCGA-A8-A09E-01A-11R	TCGA-A8-A09G-01A-21R	TCGA-A8-A09I-01A-22R	TCGA-A8-A09K-01A-11R	TCGA-A8-A09M-01A-11R	TCGA-A8-A09N-01A-11R	TCGA-A8-A09Q-01A-11R	TCGA-A8-A09R-01A-11R	TCGA-A8-A09T-01A-11R	TCGA-A8-A09V-01A-11R	TCGA-A8-A09W-01A-11R	TCGA-A8-A09X-01A-11R	TCGA-A8-A09Z-01A-11R	TCGA-A8-A0A1-01A-11R	TCGA-A8-A0A2-01A-11R	TCGA-A8-A0A4-01A-11R	TCGA-A8-A0A6-01A-12R	TCGA-A8-A0A7-01A-11R	TCGA-A8-A0A9-01A-11R	TCGA-A8-A0AB-01A-11R	TCGA-A8-A0AD-01A-11R	TCGA-AN-A03X-01A-21R	TCGA-AN-A03Y-01A-21R	TCGA-AN-A041-01A-11R	TCGA-AN-A046-01A-21R	TCGA-AN-A049-01A-21R	TCGA-AN-A04A-01A-21R	TCGA-AN-A04C-01A-21R	TCGA-AN-A04D-01A-21R	TCGA-AN-A0AJ-01A-11R	TCGA-AN-A0AK-01A-21R	TCGA-AN-A0AL-01A-11R	TCGA-AN-A0AM-01A-11R	TCGA-AN-A0AR-01A-11R	TCGA-AN-A0AS-01A-11R	TCGA-AN-A0AT-01A-11R	TCGA-AN-A0FD-01A-11R	TCGA-AN-A0FE-01A-11R	TCGA-AN-A0FF-01A-11R	TCGA-AN-A0FG-01A-11R	TCGA-AN-A0FJ-01A-11R	TCGA-AN-A0FK-01A-11R	TCGA-AN-A0FL-01A-11R	TCGA-AN-A0FN-01A-11R	TCGA-AN-A0FS-01A-11R	TCGA-AN-A0FT-01A-11R	TCGA-AN-A0FV-01A-11R	TCGA-AN-A0FW-01A-11R	TCGA-AN-A0FX-01A-11R	TCGA-AN-A0FY-01A-11R	TCGA-AN-A0FZ-01A-11R	TCGA-AN-A0G0-01A-11R	TCGA-AN-A0XL-01A-11R	TCGA-AN-A0XN-01A-21R	TCGA-AN-A0XO-01A-11R	TCGA-AN-A0XP-01A-11R	TCGA-AN-A0XR-01A-11R	TCGA-AN-A0XS-01A-22R	TCGA-AN-A0XT-01A-11R	TCGA-AN-A0XU-01A-11R	TCGA-AN-A0XV-01A-11R	TCGA-AN-A0XW-01A-11R	TCGA-AO-A03L-01A-41R	TCGA-AO-A03M-01B-11R	TCGA-AO-A03N-01B-11R	TCGA-AO-A03O-01A-11R	TCGA-AO-A03P-01A-11R	TCGA-AO-A03R-01A-21R	TCGA-AO-A03T-01A-21R	TCGA-AO-A03U-01B-21R	TCGA-AO-A03V-01A-11R	TCGA-AO-A0J2-01A-11R	TCGA-AO-A0J3-01A-11R	TCGA-AO-A0J4-01A-11R	TCGA-AO-A0J5-01A-11R	TCGA-AO-A0J6-01A-11R	TCGA-AO-A0J7-01A-11R	TCGA-AO-A0J8-01A-21R	TCGA-AO-A0J9-01A-11R	TCGA-AO-A0JA-01A-11R	TCGA-AO-A0JB-01A-11R	TCGA-AO-A0JC-01A-11R	TCGA-AO-A0JD-01A-11R	TCGA-AO-A0JE-01A-11R	TCGA-AO-A0JF-01A-11R	TCGA-AO-A0JG-01A-31R	TCGA-AO-A0JI-01A-21R	TCGA-AO-A0JJ-01A-11R	TCGA-AO-A0JL-01A-11R	TCGA-AO-A0JM-01A-21R	TCGA-AO-A124-01A-11R	TCGA-AO-A125-01A-11R	TCGA-AO-A126-01A-11R	TCGA-AO-A128-01A-11R	TCGA-AO-A129-01A-21R	TCGA-AO-A12A-01A-21R	TCGA-AO-A12B-01A-11R	TCGA-AO-A12C-01A-11R	TCGA-AO-A12D-01A-11R	TCGA-AO-A12E-01A-11R	TCGA-AO-A12F-01A-11R	TCGA-AO-A12G-01A-11R	TCGA-AO-A12H-01A-11R	TCGA-AQ-A04H-01B-11R	TCGA-AQ-A04J-01A-02R	TCGA-AQ-A04L-01B-21R	TCGA-AR-A0TP-01A-11R	TCGA-AR-A0TQ-01A-11R	TCGA-AR-A0TR-01A-11R	TCGA-AR-A0TS-01A-11R	TCGA-AR-A0TT-01A-31R	TCGA-AR-A0TU-01A-31R	TCGA-AR-A0TV-01A-21R	TCGA-AR-A0TW-01A-11R	TCGA-AR-A0TX-01A-11R	TCGA-AR-A0TY-01A-12R	TCGA-AR-A0TZ-01A-12R	TCGA-AR-A0U0-01A-11R	TCGA-AR-A0U1-01A-11R	TCGA-AR-A0U2-01A-11R	TCGA-AR-A0U3-01A-11R	TCGA-AR-A0U4-01A-11R	TCGA-B6-A0I2-01A-11R	TCGA-B6-A0I5-01A-11R	TCGA-B6-A0I6-01A-11R	TCGA-B6-A0I8-01A-11R	TCGA-B6-A0I9-01A-11R	TCGA-B6-A0IA-01A-11R	TCGA-B6-A0IB-01A-11R	TCGA-B6-A0IC-01A-11R	TCGA-B6-A0IE-01A-11R	TCGA-B6-A0IG-01A-11R	TCGA-B6-A0IH-01A-11R	TCGA-B6-A0IJ-01A-11R	TCGA-B6-A0IK-01A-12R	TCGA-B6-A0IM-01A-11R	TCGA-B6-A0IN-01A-11R	TCGA-B6-A0IO-01A-11R	TCGA-B6-A0IP-01A-11R	TCGA-B6-A0IQ-01A-11R	TCGA-B6-A0RE-01A-11R	TCGA-B6-A0RG-01A-11R	TCGA-B6-A0RH-01A-21R	TCGA-B6-A0RI-01A-11R	TCGA-B6-A0RL-01A-11R	TCGA-B6-A0RM-01A-11R	TCGA-B6-A0RN-01A-12R	TCGA-B6-A0RO-01A-22R	TCGA-B6-A0RP-01A-21R	TCGA-B6-A0RQ-01A-11R	TCGA-B6-A0RS-01A-11R	TCGA-B6-A0RT-01A-21R	TCGA-B6-A0RU-01A-11R	TCGA-B6-A0RV-01A-11R	TCGA-B6-A0WS-01A-11R	TCGA-B6-A0WT-01A-11R	TCGA-B6-A0WV-01A-11R	TCGA-B6-A0WW-01A-11R	TCGA-B6-A0WX-01A-11R	TCGA-B6-A0WY-01A-11R	TCGA-B6-A0WZ-01A-11R	TCGA-B6-A0X0-01A-21R	TCGA-B6-A0X1-01A-11R	TCGA-B6-A0X4-01A-11R	TCGA-B6-A0X5-01A-21R	TCGA-B6-A0X7-01A-11R	TCGA-BH-A0AV-01A-31R	TCGA-BH-A0AW-01A-11R	TCGA-BH-A0AY-01A-21R	TCGA-BH-A0B0-01A-21R	TCGA-BH-A0B1-01A-12R	TCGA-BH-A0B2-01A-11R	TCGA-BH-A0B3-01A-11R	TCGA-BH-A0B4-01A-11R	TCGA-BH-A0B7-01A-12R	TCGA-BH-A0B8-01A-21R	TCGA-BH-A0B9-01A-11R	TCGA-BH-A0BA-01A-11R	TCGA-BH-A0BC-01A-22R	TCGA-BH-A0BD-01A-11R	TCGA-BH-A0BG-01A-11R	TCGA-BH-A0BJ-01A-11R	TCGA-BH-A0BL-01A-11R	TCGA-BH-A0BM-01A-11R	TCGA-BH-A0BP-01A-11R	TCGA-BH-A0BQ-01A-21R	TCGA-BH-A0BR-01A-21R	TCGA-BH-A0BV-01A-11R	TCGA-BH-A0BW-01A-11R	TCGA-BH-A0C0-01A-21R	TCGA-BH-A0C7-01B-11R	TCGA-BH-A0DE-01A-11R	TCGA-BH-A0DH-01A-11R	TCGA-BH-A0DK-01A-21R	TCGA-BH-A0DL-01A-11R	TCGA-BH-A0DP-01A-21R	TCGA-BH-A0DQ-01A-11R	TCGA-BH-A0DS-01A-11R	TCGA-BH-A0DX-01A-11R	TCGA-BH-A0DZ-01A-11R	TCGA-BH-A0E0-01A-11R	TCGA-BH-A0E1-01A-11R	TCGA-BH-A0E2-01A-11R	TCGA-BH-A0E6-01A-11R	TCGA-BH-A0E7-01A-11R	TCGA-BH-A0E9-01B-11R	TCGA-BH-A0EA-01A-11R	TCGA-BH-A0EB-01A-11R	TCGA-BH-A0EE-01A-11R	TCGA-BH-A0EI-01A-11R	TCGA-BH-A0GY-01A-11R	TCGA-BH-A0GZ-01A-11R	TCGA-BH-A0H0-01A-11R	TCGA-BH-A0H5-01A-21R	TCGA-BH-A0H6-01A-21R	TCGA-BH-A0H7-01A-13R	TCGA-BH-A0H9-01A-11R	TCGA-BH-A0HB-01A-11R	TCGA-BH-A0HF-01A-11R	TCGA-BH-A0HI-01A-11R	TCGA-BH-A0HK-01A-11R	TCGA-BH-A0HL-01A-11R	TCGA-BH-A0HN-01A-11R	TCGA-BH-A0HO-01A-11R	TCGA-BH-A0HP-01A-12R	TCGA-BH-A0HQ-01A-11R	TCGA-BH-A0HU-01A-11R	TCGA-BH-A0HW-01A-11R	TCGA-BH-A0HX-01A-21R	TCGA-BH-A0HY-01A-11R	TCGA-BH-A0RX-01A-21R	TCGA-BH-A0W3-01A-11R	TCGA-BH-A0W4-01A-11R	TCGA-BH-A0W5-01A-11R	TCGA-BH-A0W7-01A-11R	TCGA-BH-A0WA-01A-11R	TCGA-C8-A12K-01A-21R	TCGA-C8-A12L-01A-11R	TCGA-C8-A12M-01A-11R	TCGA-C8-A12N-01A-11R	TCGA-C8-A12O-01A-11R	TCGA-C8-A12P-01A-11R	TCGA-C8-A12Q-01A-11R	TCGA-C8-A12T-01A-11R	TCGA-C8-A12U-01A-11R	TCGA-C8-A12V-01A-11R	TCGA-C8-A12W-01A-11R	TCGA-C8-A12X-01A-11R	TCGA-C8-A12Z-01A-11R	TCGA-C8-A130-01A-31R	TCGA-C8-A131-01A-11R	TCGA-C8-A132-01A-31R	TCGA-C8-A134-01A-11R	TCGA-C8-A135-01A-11R	TCGA-C8-A137-01A-11R	TCGA-C8-A138-01A-11R	TCGA-D8-A13Y-01A-11R	TCGA-D8-A13Z-01A-11R	TCGA-D8-A140-01A-11R	TCGA-D8-A141-01A-11R	TCGA-D8-A142-01A-11R	TCGA-D8-A143-01A-11R	TCGA-D8-A145-01A-11R	TCGA-D8-A146-01A-31R	TCGA-D8-A147-01A-11R	TCGA-E2-A105-01A-11R	TCGA-E2-A106-01A-11R	TCGA-E2-A107-01A-11R	TCGA-E2-A108-01A-13R	TCGA-E2-A109-01A-11R	TCGA-E2-A10A-01A-21R	TCGA-E2-A10B-01A-11R	TCGA-E2-A10C-01A-21R	TCGA-E2-A10E-01A-21R	TCGA-E2-A10F-01A-11R	TCGA-E2-A14O-01A-31R	TCGA-E2-A14R-01A-11R	TCGA-E2-A14T-01A-11R	TCGA-E2-A14X-01A-11R	TCGA-E2-A14Z-01A-11R	TCGA-E2-A154-01A-11R	TCGA-E2-A159-01A-11R	TCGA-E2-A15D-01A-11R	TCGA-E2-A15F-01A-11R	TCGA-E2-A15O-01A-11R	TCGA-E2-A15P-01A-11R	TCGA-E2-A15R-01A-11R	TCGA-E2-A15S-01A-11R	TCGA-E2-A15T-01A-11R
Composite Element REF	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal	signal
ELMO2	0.508844993127706	0.146313432209416	0.425662980156704	0.828136787875359	1.45269846989687	1.63659026223252	-0.0156125043692341	0.0132859943869022	-0.491518871317826	-0.941228856482973	-0.495675217914617	-0.198281865066522	-0.0788763465942127	0.0706431461432894	-0.16945080206591	0.556998330932244	0.814183092366837	0.0146856011463914	0.643704320277414	0.102681032196782	-0.626825342003803	-0.338419599881291	0.420376008984599	0.75345026021137	0.513105612908161	-0.0437493035853459	1.41573719629073	-0.344556950309551	0.256663067252252	-0.285091220841441	0.865179360556367	-0.0305019413141394	-0.349927482998029	-0.103494598893644	-0.212754978014178	0.47183843930414	0.464371943046887	-0.15526993331348	-0.0475687648261169	0.296181354766476	0.0529497151957085	0.510884225378007	0.969391508953598	0.482242109611384	-0.11630929730106	-0.396178238536076	0.1539698920772	-0.0738940175116711	0.570568601041309	0.508425192437745	0.877772353481242	1.01116296481535	0.460230121148287	-0.172211966455007	0.198009501366195	0.421017974963991	0.00643133393814142	0.053586259672417	-0.183375530954881	0.26459592207055	0.633025635174438	0.515196573482709	0.188275407655325	-0.157422500039781	0.0234981404531649	0.681539110063014	1.01445578385025	0.539801789386544	0.548713964152918	0.144228309589976	-0.211454619320325	-0.447687570507816	0.335184948617357	0.281299091664015	-0.92226103995846	-0.343022590409989	0.149088971843506	-0.143689545574506	0.542388585447968	0.480051120213753	0.048891673820439	1.47603088283728	0.753361765428726	0.377156205637964	-0.065896980986735	0.488979196051549	0.26167496580371	0.449308852580312	0.923630847551627	1.00573905118583	0.111344171466489	-0.345352870379145	0.743262227482888	0.432647886680744	0.79365858927451	0.181045658601321	-0.252694930697964	0.110032680377331	0.400515468321638	0.384988760661131	1.20357927497923	1.00273761798341	0.333884896258379	-0.455983522948823	0.667649957801475	-0.153338303839379	0.494877851033449	0.283417873157747	0.85663903797181	1.50842853542163	1.21199108416496	1.01511188430377	1.16491308025191	0.605751582676913	0.201733041449826	0.144078213542085	-0.116323588898538	0.627529609424113	-0.164662836566001	0.554193928935233	1.64315927362277	-0.505663534988972	0.90209548839543	1.01673185813976	0.1406333842186	0.490776893974202	0.492881027978223	0.400514211250631	0.9257679586755	-0.314211959752045	0.473777045165145	0.437997575801143	0.729926851595905	1.43740056473647	0.862504469293904	0.385750812013938	1.95736102174162	0.396189978227703	0.30275749977296	0.0793747780050337	1.1469202090592	0.955024294462718	0.0731929431673516	-0.250336560279578	-0.0337081351572965	1.28969133192817	0.734551506058633	1.2684762541633	0.603952151633353	0.459083006457012	1.47978030561039	0.581059704920383	1.27951699392506	0.476050825324744	-0.06790621549907	0.270790856441919	0.286855565098917	1.14200295214124	0.566924931419417	0.31670912338648	-0.417852210675093	0.53768498863436	-0.0350085984875459	0.892962744001343	0.186871753324772	0.723578240844052	0.446584579531066	0.736486778301057	0.42985379650494	0.493900212647793	-0.0275021291695761	0.495040293337754	0.279131857936058	0.434949892577419	0.649187936896718	0.705278453881286	-0.40175206328054	0.652160351531975	-0.119851628725426	0.756794096103842	-0.158749724212734	0.345910438532593	-0.0352379249642387	0.0372143018212909	-0.128175519377125	-0.276049371492924	0.463398114559864	0.433407964264143	-0.276631468058258	-0.118557458797706	0.00190342498287397	0.0247147649162379	-0.30249895316363	-0.205267574135715	1.60016107441447	0.548769814678108	-0.529805218636376	0.0330220468997	0.554925155458816	0.906966054798319	0.599162029137798	-0.0787766018414132	-0.165833879529036	-0.00938425261194195	-0.283094916352954	0.211080573408224	0.576237874861601	0.430808105898768	1.40392885954884	0.0922878294059016	1.18902005293275	1.30336391673264	-0.134102785053558	0.31208956715819	0.362487182046806	0.888137336770169	-0.325592462347216	0.623818517152369	0.169196592630215	0.219410863048487	0.193449950699495	0.0709039701315978	-0.0672685215158762	-0.819647088750878	0.803717303411406	-0.65888540970831	0.22195614097553	0.39874149455593	0.428981733295244	0.271558285281231	0.323832763786018	0.493628789729017	-0.223806110706555	-0.221012598158057	0.774032980456899	-0.78779993338499	-0.304674286181822	-0.0981768948732343	0.55741916673506	-0.422572947348859	-0.17819804966063	-0.209738993644697	-0.124962860247048	0.508526919312015	0.380118156796375	-0.509071724384847	0.153138775020147	0.644034015941747	1.69414673941872	-0.0161034172648353	0.135237562512782	0.662864618718595	1.22135625460813	0.709210661040365	-0.0830633731786029	0.365229206146584	-0.0214395073105603	1.20228994593466	0.0792721155162007	2.8293633727095	-0.206521438535036	1.58210079377489	0.220597819314129	-0.741750150404928	0.909929258093522	0.519572931467763	0.444475625138155	0.213389268510957	-0.667075554989	-0.389881414580004	1.42571694972244	-0.034769075544604	0.473099397707186	-0.0204804988142812	0.334546918294999	-0.275075503081164	0.755423403696602	0.409574999391549	0.602779362160935	0.641711433829021	0.525864487903734	0.0445451319167407	0.444576465184095	-0.37443772774802	-1.03277725121562	0.435261393010971	0.649927551241752	0.364271767652129	0.394104716401712	1.40382753437335	0.521693075892338	-0.126995687639789	1.02158076090351	0.265856524486854	-0.280789940478468	0.389686832829551	0.922363908974903	0.187125492768567	0.00918263027932036	0.570526597509762	0.332402345225402	1.17373945623227	0.493100746879773	-0.297641350232186	0.245513771002143	-0.360837890838012	-0.148436253706182	-0.580534065838674	-0.0758277164461946	0.392940647445427	-0.248426793854385	-0.176684120190243	0.0438529392139439	0.212377571610417	0.307167629331423	0.534685635551213	-0.223847533477798	-0.115884768078708	-0.0638736844017178	0.704044537476833	0.862250673730314	-0.0263958053707605	0.552164239991085	-0.400912148537908	0.375638394521168	-0.128382694328897	0.438169586975975	-0.579859655547119	-0.31197180081941	-0.0895525051442433	0.742158259935962	0.332630442619843	0.508448671634439	0.759808137849415	0.623083504717999	0.408135660015887	0.268309022002747	0.0712027068532141	0.112197890386643	-0.524092749244023	-0.160325191957598	0.639804156067837	0.412192170438697	0.422794353693604	0.514697390681903	-0.0581228048538051	0.318302181947645	-0.0103769156838811	-1.53847182516683	0.261633466604296	1.30069376421246	-0.650291180420016	0.0097570947953561	-0.809636571341712	0.803222163323901	0.0846721051575666	0.0334459075663843	0.998432213689905	-0.282623016065555	0.413814198203992	0.221643964898743	1.26771060960183	0.250666793591965	0.334192248153778	0.593565258823114	-0.18748326711636	-0.882326279987714	0.247083428184465	0.211447615894881	0.658413920800569	-0.352333214563543	-0.00660147618904867	0.578754033902851	0.346561009668302	0.85451302841076	-0.161958777355593	-0.0159036294609442	-0.140931875648662	0.412462839641998	0.0752890451970644	0.161235413047003	-0.462669190579159	0.0415105952445275	0.428992193406272	0.252820064633696	0.565337440634458	0.510655238918371	0.277148768562913	1.45959707077836	-0.0839919044536659	-0.240914532205639	0.360330468163798	0.956296528791752	0.661492350713121	-0.303794968288878	-0.332692287732832	0.734492855716795	0.190776284125162	0.0679198362827266	0.150722833308356	0.692887013901658	0.717270032622463	0.2827461723287	-0.0544407936920506	0.365950018371943	0.820755585819016	0.188573640071579	0.668612662503115	0.204361206091514	0.420345414655941	0.921565553931995	0.440198793142433	-0.486139289768228	-0.104816202169578	0.239334456845621	0.311326608750445	1.4402506016125	-0.249232672042137	0.637036140026297	0.58065961524722	0.262128971045168	-1.07721943532143	0.855013751606121	0.757905516589263	-0.176136563220059	0.410178609415668	0.364105407602029	0.27632207057342	0.16891234633044	0.909412123649428	0.641170249451208	1.20212011985014	0.402020854179207	0.871083524754936
