mature	genome_ID
hsa-miR-518a-3p	hsa-mir-518a-2
hsa-miR-518a-5p	hsa-mir-518a-1
hsa-miR-518a-5p	hsa-mir-518a-2
hsa-miR-518b	hsa-mir-518b
hsa-miR-518c	hsa-mir-518c
hsa-miR-518c*	hsa-mir-518c
hsa-miR-518d-3p	hsa-mir-518d
hsa-miR-518d-5p	hsa-mir-518d
hsa-miR-518e	hsa-mir-518e
hsa-miR-518e*	hsa-mir-518e
hsa-miR-518f	hsa-mir-518f
hsa-miR-518f*	hsa-mir-518f
hsa-miR-519a	hsa-mir-519a-1
hsa-miR-519a	hsa-mir-519a-2
hsa-miR-519a*	hsa-mir-519a-1
hsa-miR-519b-3p	hsa-mir-519b
hsa-miR-519b-5p	hsa-mir-519b
hsa-miR-519c-3p	hsa-mir-519c
hsa-miR-519c-5p	hsa-mir-519c
hsa-miR-519d	hsa-mir-519d
hsa-miR-519e	hsa-mir-519e
hsa-miR-519e*	hsa-mir-519e
hsa-miR-520a-3p	hsa-mir-520a
hsa-miR-520a-5p	hsa-mir-520a
hsa-miR-520b	hsa-mir-520b
hsa-miR-520c-3p	hsa-mir-520c
hsa-miR-520c-5p	hsa-mir-520c
hsa-miR-520d-3p	hsa-mir-520d
hsa-miR-520d-5p	hsa-mir-520d
hsa-miR-520e	hsa-mir-520e
hsa-miR-520f	hsa-mir-520f
hsa-miR-520g	hsa-mir-520g
hsa-miR-520h	hsa-mir-520h
hsa-miR-521	hsa-mir-521-1
hsa-miR-521	hsa-mir-521-2
hsa-miR-522	hsa-mir-522
hsa-miR-522*	hsa-mir-522
hsa-miR-523	hsa-mir-523
hsa-miR-523*	hsa-mir-523
hsa-miR-524-3p	hsa-mir-524
hsa-miR-524-5p	hsa-mir-524
hsa-miR-525-3p	hsa-mir-525
hsa-miR-525-5p	hsa-mir-525
hsa-miR-526a	hsa-mir-526a-1
hsa-miR-526a	hsa-mir-526a-2
hsa-miR-526b	hsa-mir-526b
hsa-miR-526b*	hsa-mir-526b
hsa-miR-527	hsa-mir-527
hsa-miR-532-3p	hsa-mir-532
hsa-miR-532-5p	hsa-mir-532
hsa-miR-539	hsa-mir-539
hsa-miR-541	hsa-mir-541
hsa-miR-541*	hsa-mir-541
hsa-miR-542-3p	hsa-mir-542
hsa-miR-542-5p	hsa-mir-542
hsa-miR-543	hsa-mir-543
hsa-miR-544	hsa-mir-544
hsa-miR-545	hsa-mir-545
hsa-miR-545*	hsa-mir-545
hsa-miR-548a-3p	hsa-mir-548a-1
hsa-miR-548a-3p	hsa-mir-548a-2
hsa-miR-548a-3p	hsa-mir-548a-3
hsa-miR-548a-5p	hsa-mir-548a-3
hsa-miR-548b-3p	hsa-mir-548b
hsa-miR-548b-5p	hsa-mir-548b
hsa-miR-548c-3p	hsa-mir-548c
hsa-miR-548c-5p	hsa-mir-548c
hsa-miR-548d-3p	hsa-mir-548d-1
hsa-miR-548d-3p	hsa-mir-548d-2
hsa-miR-548d-5p	hsa-mir-548d-1
hsa-miR-548d-5p	hsa-mir-548d-2
hsa-miR-548e	hsa-mir-548e
hsa-miR-548f	hsa-mir-548f-1
hsa-miR-548f	hsa-mir-548f-2
hsa-miR-548f	hsa-mir-548f-3
hsa-miR-548f	hsa-mir-548f-4
hsa-miR-548f	hsa-mir-548f-5
hsa-miR-548g	hsa-mir-548g
hsa-miR-548h	hsa-mir-548h-1
hsa-miR-548h	hsa-mir-548h-2
hsa-miR-548h	hsa-mir-548h-3
hsa-miR-548h	hsa-mir-548h-4
hsa-miR-548i	hsa-mir-548i-1
hsa-miR-548i	hsa-mir-548i-2
hsa-miR-548i	hsa-mir-548i-3
hsa-miR-548i	hsa-mir-548i-4
hsa-miR-548j	hsa-mir-548j
hsa-miR-548k	hsa-mir-548k
hsa-miR-548l	hsa-mir-548l
hsa-miR-548m	hsa-mir-548m
hsa-miR-548n	hsa-mir-548n
hsa-miR-548o	hsa-mir-548o
hsa-miR-548p	hsa-mir-548p
hsa-miR-548q	hsa-mir-548q
hsa-miR-549	hsa-mir-549
hsa-miR-550	hsa-mir-550-1
hsa-miR-550	hsa-mir-550-2
hsa-miR-550*	hsa-mir-550-1
hsa-miR-550*	hsa-mir-550-2
hsa-miR-551a	hsa-mir-551a
hsa-miR-551b	hsa-mir-551b
hsa-miR-551b*	hsa-mir-551b
hsa-miR-552	hsa-mir-552
hsa-miR-553	hsa-mir-553
hsa-miR-554	hsa-mir-554
hsa-miR-555	hsa-mir-555
hsa-miR-556-3p	hsa-mir-556
hsa-miR-556-5p	hsa-mir-556
hsa-miR-557	hsa-mir-557
hsa-miR-558	hsa-mir-558
hsa-miR-559	hsa-mir-559
hsa-miR-561	hsa-mir-561
hsa-miR-562	hsa-mir-562
hsa-miR-563	hsa-mir-563
hsa-miR-564	hsa-mir-564
hsa-miR-566	hsa-mir-566
hsa-miR-567	hsa-mir-567
hsa-miR-568	hsa-mir-568
hsa-miR-569	hsa-mir-569
hsa-miR-570	hsa-mir-570
hsa-miR-571	hsa-mir-571
hsa-miR-572	hsa-mir-572
hsa-miR-573	hsa-mir-573
hsa-miR-574-3p	hsa-mir-574
hsa-miR-574-5p	hsa-mir-574
hsa-miR-575	hsa-mir-575
hsa-miR-576-3p	hsa-mir-576
hsa-miR-576-5p	hsa-mir-576
hsa-miR-577	hsa-mir-577
hsa-miR-578	hsa-mir-578
hsa-miR-579	hsa-mir-579
hsa-miR-580	hsa-mir-580
hsa-miR-581	hsa-mir-581
hsa-miR-582-3p	hsa-mir-582
hsa-miR-582-5p	hsa-mir-582
hsa-miR-583	hsa-mir-583
hsa-miR-584	hsa-mir-584
hsa-miR-585	hsa-mir-585
hsa-miR-586	hsa-mir-586
hsa-miR-587	hsa-mir-587
hsa-miR-588	hsa-mir-588
hsa-miR-589	hsa-mir-589
hsa-miR-589*	hsa-mir-589
hsa-miR-590-3p	hsa-mir-590
hsa-miR-590-5p	hsa-mir-590
hsa-miR-591	hsa-mir-591
hsa-miR-592	hsa-mir-592
hsa-miR-593	hsa-mir-593
hsa-miR-593*	hsa-mir-593
hsa-miR-595	hsa-mir-595
hsa-miR-596	hsa-mir-596
hsa-miR-597	hsa-mir-597
hsa-miR-598	hsa-mir-598
hsa-miR-599	hsa-mir-599
hsa-miR-600	hsa-mir-600
hsa-miR-601	hsa-mir-601
hsa-miR-602	hsa-mir-602
hsa-miR-603	hsa-mir-603
hsa-miR-604	hsa-mir-604
hsa-miR-605	hsa-mir-605
hsa-miR-606	hsa-mir-606
hsa-miR-607	hsa-mir-607
hsa-miR-608	hsa-mir-608
hsa-miR-609	hsa-mir-609
hsa-miR-610	hsa-mir-610
hsa-miR-611	hsa-mir-611
hsa-miR-612	hsa-mir-612
hsa-miR-613	hsa-mir-613
hsa-miR-614	hsa-mir-614
hsa-miR-615-3p	hsa-mir-615
hsa-miR-615-5p	hsa-mir-615
hsa-miR-616	hsa-mir-616
hsa-miR-616*	hsa-mir-616
hsa-miR-617	hsa-mir-617
hsa-miR-618	hsa-mir-618
hsa-miR-619	hsa-mir-619
hsa-miR-620	hsa-mir-620
hsa-miR-621	hsa-mir-621
hsa-miR-622	hsa-mir-622
hsa-miR-623	hsa-mir-623
hsa-miR-624	hsa-mir-624
hsa-miR-624*	hsa-mir-624
hsa-miR-625	hsa-mir-625
hsa-miR-625*	hsa-mir-625
hsa-miR-626	hsa-mir-626
hsa-miR-627	hsa-mir-627
hsa-miR-628-3p	hsa-mir-628
hsa-miR-628-5p	hsa-mir-628
hsa-miR-629	hsa-mir-629
hsa-miR-629*	hsa-mir-629
hsa-miR-630	hsa-mir-630
hsa-miR-631	hsa-mir-631
hsa-miR-632	hsa-mir-632
hsa-miR-633	hsa-mir-633
hsa-miR-634	hsa-mir-634
hsa-miR-635	hsa-mir-635
hsa-miR-636	hsa-mir-636
hsa-miR-637	hsa-mir-637
hsa-miR-638	hsa-mir-638
hsa-miR-639	hsa-mir-639
hsa-miR-640	hsa-mir-640
hsa-miR-641	hsa-mir-641
hsa-miR-642	hsa-mir-642
hsa-miR-643	hsa-mir-643
hsa-miR-644	hsa-mir-644
hsa-miR-645	hsa-mir-645
hsa-miR-646	hsa-mir-646
hsa-miR-647	hsa-mir-647
hsa-miR-648	hsa-mir-648
hsa-miR-649	hsa-mir-649
hsa-miR-650	hsa-mir-650
hsa-miR-651	hsa-mir-651
hsa-miR-652	hsa-mir-652
hsa-miR-653	hsa-mir-653
hsa-miR-654-3p	hsa-mir-654
hsa-miR-654-5p	hsa-mir-654
hsa-miR-655	hsa-mir-655
hsa-miR-656	hsa-mir-656
hsa-miR-657	hsa-mir-657
hsa-miR-658	hsa-mir-658
hsa-miR-659	hsa-mir-659
hsa-miR-660	hsa-mir-660
hsa-miR-661	hsa-mir-661
hsa-miR-662	hsa-mir-662
hsa-miR-663	hsa-mir-663
hsa-miR-663b	hsa-mir-663b
hsa-miR-664	hsa-mir-664
hsa-miR-664*	hsa-mir-664
hsa-miR-665	hsa-mir-665
hsa-miR-668	hsa-mir-668
hsa-miR-670	hsa-mir-670
hsa-miR-671-3p	hsa-mir-671
hsa-miR-671-5p	hsa-mir-671
hsa-miR-675	hsa-mir-675
hsa-miR-675*	hsa-mir-675
hsa-miR-7	hsa-mir-7-1
hsa-miR-7	hsa-mir-7-2
hsa-miR-7	hsa-mir-7-3
hsa-miR-7-1*	hsa-mir-7-1
hsa-miR-7-2*	hsa-mir-7-2
hsa-miR-708	hsa-mir-708
hsa-miR-708*	hsa-mir-708
hsa-miR-711	hsa-mir-711
hsa-miR-718	hsa-mir-718
hsa-miR-720	hsa-mir-720
hsa-miR-744	hsa-mir-744
hsa-miR-744*	hsa-mir-744
hsa-miR-758	hsa-mir-758
hsa-miR-759	hsa-mir-759
hsa-miR-760	hsa-mir-760
hsa-miR-761	hsa-mir-761
hsa-miR-762	hsa-mir-762
hsa-miR-764	hsa-mir-764
hsa-miR-765	hsa-mir-765
hsa-miR-766	hsa-mir-766
hsa-miR-767-3p	hsa-mir-767
hsa-miR-767-5p	hsa-mir-767
hsa-miR-769-3p	hsa-mir-769
hsa-miR-769-5p	hsa-mir-769
hsa-miR-770-5p	hsa-mir-770
hsa-miR-802	hsa-mir-802
hsa-miR-873	hsa-mir-873
hsa-miR-874	hsa-mir-874
hsa-miR-875-3p	hsa-mir-875
hsa-miR-875-5p	hsa-mir-875
hsa-miR-876-3p	hsa-mir-876
hsa-miR-876-5p	hsa-mir-876
hsa-miR-877	hsa-mir-877
hsa-miR-877*	hsa-mir-877
hsa-miR-885-3p	hsa-mir-885
hsa-miR-885-5p	hsa-mir-885
hsa-miR-886-3p	hsa-mir-886
hsa-miR-886-5p	hsa-mir-886
hsa-miR-887	hsa-mir-887
hsa-miR-888	hsa-mir-888
hsa-miR-888*	hsa-mir-888
hsa-miR-889	hsa-mir-889
hsa-miR-890	hsa-mir-890
hsa-miR-891a	hsa-mir-891a
hsa-miR-891b	hsa-mir-891b
hsa-miR-892a	hsa-mir-892a
hsa-miR-892b	hsa-mir-892b
hsa-miR-9	hsa-mir-9-1
hsa-miR-9	hsa-mir-9-2
hsa-miR-9	hsa-mir-9-3
hsa-miR-9*	hsa-mir-9-1
hsa-miR-9*	hsa-mir-9-2
hsa-miR-9*	hsa-mir-9-3
hsa-miR-920	hsa-mir-920
hsa-miR-921	hsa-mir-921
hsa-miR-922	hsa-mir-922
hsa-miR-924	hsa-mir-924
hsa-miR-92a	hsa-mir-92a-1
hsa-miR-92a	hsa-mir-92a-2
hsa-miR-92a-1*	hsa-mir-92a-1
hsa-miR-92a-2*	hsa-mir-92a-2
hsa-miR-92b	hsa-mir-92b
hsa-miR-92b*	hsa-mir-92b
hsa-miR-93	hsa-mir-93
hsa-miR-93*	hsa-mir-93
hsa-miR-933	hsa-mir-933
hsa-miR-934	hsa-mir-934
hsa-miR-935	hsa-mir-935
hsa-miR-936	hsa-mir-936
hsa-miR-937	hsa-mir-937
hsa-miR-938	hsa-mir-938
hsa-miR-939	hsa-mir-939
hsa-miR-940	hsa-mir-940
hsa-miR-941	hsa-mir-941-1
hsa-miR-941	hsa-mir-941-2
hsa-miR-941	hsa-mir-941-3
hsa-miR-941	hsa-mir-941-4
hsa-miR-942	hsa-mir-942
hsa-miR-943	hsa-mir-943
hsa-miR-944	hsa-mir-944
hsa-miR-95	hsa-mir-95
hsa-miR-96	hsa-mir-96
hsa-miR-96*	hsa-mir-96
hsa-miR-98	hsa-mir-98
hsa-miR-99a	hsa-mir-99a
hsa-miR-99a*	hsa-mir-99a
hsa-miR-99b	hsa-mir-99b
hsa-miR-99b*	hsa-mir-99b
