Gene Symbol	Locus ID	Cytoband	TCGA-A1-A0SD-01A-11D-A111-01	TCGA-A1-A0SE-01A-11D-A087-01	TCGA-A1-A0SH-01A-11D-A087-01	TCGA-A1-A0SJ-01A-11D-A087-01	TCGA-A1-A0SK-01A-12D-A087-01	TCGA-A1-A0SM-01A-11D-A087-01	TCGA-A1-A0SO-01A-22D-A087-01	TCGA-A1-A0SP-01A-11D-A087-01	TCGA-A2-A04N-01A-11D-A111-01	TCGA-A2-A04P-01A-31D-A036-01	TCGA-A2-A04Q-01A-21D-A036-01	TCGA-A2-A04T-01A-21D-A036-01	TCGA-A2-A04U-01A-11D-A111-01	TCGA-A2-A04V-01A-21D-A036-01	TCGA-A2-A04W-01A-31D-A111-01	TCGA-A2-A04X-01A-21D-A036-01	TCGA-A2-A04Y-01A-21D-A036-01	TCGA-A2-A0CL-01A-11D-A111-01	TCGA-A2-A0CM-01A-31D-A036-01	TCGA-A2-A0CP-01A-11D-A036-01	TCGA-A2-A0CQ-01A-21D-A036-01	TCGA-A2-A0CS-01A-11D-A111-01	TCGA-A2-A0CT-01A-31D-A059-01	TCGA-A2-A0CU-01A-12D-A036-01	TCGA-A2-A0CV-01A-31D-A111-01	TCGA-A2-A0CW-01A-21D-A111-01	TCGA-A2-A0CX-01A-21D-A011-01	TCGA-A2-A0D0-01A-11D-A011-01	TCGA-A2-A0D1-01A-11D-A036-01	TCGA-A2-A0D2-01A-21D-A036-01	TCGA-A2-A0D3-01A-11D-A111-01	TCGA-A2-A0D4-01A-11D-A011-01	TCGA-A2-A0EM-01A-11D-A036-01	TCGA-A2-A0EN-01A-13D-A087-01	TCGA-A2-A0EO-01A-11D-A036-01	TCGA-A2-A0EQ-01A-11D-A036-01	TCGA-A2-A0ER-01A-21D-A036-01	TCGA-A2-A0ES-01A-11D-A111-01	TCGA-A2-A0ET-01A-31D-A036-01	TCGA-A2-A0EU-01A-22D-A059-01	TCGA-A2-A0EV-01A-11D-A036-01	TCGA-A2-A0EW-01A-21D-A111-01	TCGA-A2-A0EX-01A-21D-A036-01	TCGA-A2-A0EY-01A-11D-A036-01	TCGA-A2-A0ST-01A-12D-A087-01	TCGA-A2-A0SU-01A-11D-A087-01	TCGA-A2-A0SV-01A-11D-A087-01	TCGA-A2-A0SW-01A-11D-A087-01	TCGA-A2-A0SX-01A-12D-A087-01	TCGA-A2-A0SY-01A-31D-A087-01	TCGA-A2-A0T0-01A-22D-A087-01	TCGA-A2-A0T1-01A-21D-A087-01	TCGA-A2-A0T2-01A-11D-A087-01	TCGA-A2-A0T3-01A-21D-A111-01	TCGA-A2-A0T4-01A-31D-A087-01	TCGA-A2-A0T5-01A-21D-A087-01	TCGA-A2-A0T6-01A-11D-A087-01	TCGA-A2-A0T7-01A-21D-A087-01	TCGA-A2-A0YI-01A-31D-A10L-01	TCGA-A7-A0CD-01A-11D-A011-01	TCGA-A7-A0CE-01A-11D-A011-01	TCGA-A7-A0CG-01A-11D-A011-01	TCGA-A7-A0CH-01A-21D-A011-01	TCGA-A7-A0CJ-01A-21D-A011-01	TCGA-A7-A0D9-01A-31D-A059-01	TCGA-A7-A0DA-01A-31D-A111-01	TCGA-A7-A0DB-01A-11D-A011-01	TCGA-A7-A0DC-01A-11D-A011-01	TCGA-A8-A06N-01A-11D-A011-01	TCGA-A8-A06O-01A-11D-A011-01	TCGA-A8-A06P-01A-11D-A011-01	TCGA-A8-A06Q-01A-11D-A036-01	TCGA-A8-A06R-01A-11D-A011-01	TCGA-A8-A06T-01A-11D-A011-01	TCGA-A8-A06U-01A-11D-A011-01	TCGA-A8-A06X-01A-21D-A011-01	TCGA-A8-A06Y-01A-21D-A011-01	TCGA-A8-A06Z-01A-11D-A011-01	TCGA-A8-A075-01A-11D-A087-01	TCGA-A8-A076-01A-21D-A011-01	TCGA-A8-A079-01A-21D-A011-01	TCGA-A8-A07B-01A-11D-A011-01	TCGA-A8-A07E-01A-11D-A036-01	TCGA-A8-A07F-01A-11D-A011-01	TCGA-A8-A07G-01A-11D-A036-01	TCGA-A8-A07I-01A-11D-A011-01	TCGA-A8-A07J-01A-11D-A011-01	TCGA-A8-A07L-01A-11D-A011-01	TCGA-A8-A07O-01A-11D-A011-01	TCGA-A8-A07P-01A-11D-A011-01	TCGA-A8-A07R-01A-21D-A036-01	TCGA-A8-A07S-01A-11D-A036-01	TCGA-A8-A07U-01A-11D-A036-01	TCGA-A8-A07W-01A-11D-A011-01	TCGA-A8-A07Z-01A-11D-A011-01	TCGA-A8-A081-01A-11D-A011-01	TCGA-A8-A082-01A-11D-A011-01	TCGA-A8-A083-01A-21D-A011-01	TCGA-A8-A084-01A-21D-A011-01	TCGA-A8-A085-01A-11D-A011-01	TCGA-A8-A086-01A-11D-A011-01	TCGA-A8-A08A-01A-11D-A011-01	TCGA-A8-A08B-01A-11D-A011-01	TCGA-A8-A08C-01A-11D-A011-01	TCGA-A8-A08F-01A-11D-A011-01	TCGA-A8-A08G-01A-11D-A011-01	TCGA-A8-A08H-01A-21D-A011-01	TCGA-A8-A08I-01A-11D-A011-01	TCGA-A8-A08J-01A-11D-A011-01	TCGA-A8-A08L-01A-11D-A011-01	TCGA-A8-A08O-01A-21D-A059-01	TCGA-A8-A08P-01A-11D-A011-01	TCGA-A8-A08R-01A-11D-A036-01	TCGA-A8-A08S-01A-11D-A036-01	TCGA-A8-A08T-01A-21D-A011-01	TCGA-A8-A08X-01A-21D-A011-01	TCGA-A8-A08Z-01A-21D-A011-01	TCGA-A8-A090-01A-11D-A011-01	TCGA-A8-A091-01A-11D-A011-01	TCGA-A8-A092-01A-11D-A011-01	TCGA-A8-A093-01A-11D-A011-01	TCGA-A8-A094-01A-11D-A011-01	TCGA-A8-A095-01A-11D-A011-01	TCGA-A8-A096-01A-11D-A011-01	TCGA-A8-A097-01A-11D-A036-01	TCGA-A8-A099-01A-11D-A011-01	TCGA-A8-A09A-01A-11D-A011-01	TCGA-A8-A09B-01A-11D-A011-01	TCGA-A8-A09C-01A-11D-A011-01	TCGA-A8-A09D-01A-11D-A011-01	TCGA-A8-A09E-01A-11D-A011-01	TCGA-A8-A09G-01A-21D-A011-01	TCGA-A8-A09I-01A-22D-A036-01	TCGA-A8-A09M-01A-11D-A011-01	TCGA-A8-A09N-01A-11D-A011-01	TCGA-A8-A09Q-01A-11D-A011-01	TCGA-A8-A09R-01A-11D-A011-01	TCGA-A8-A09T-01A-11D-A011-01	TCGA-A8-A09V-01A-11D-A036-01	TCGA-A8-A09W-01A-11D-A011-01	TCGA-A8-A09X-01A-11D-A011-01	TCGA-A8-A09Z-01A-11D-A011-01	TCGA-A8-A0A1-01A-11D-A011-01	TCGA-A8-A0A2-01A-11D-A036-01	TCGA-A8-A0A4-01A-11D-A011-01	TCGA-A8-A0A6-01A-12D-A059-01	TCGA-A8-A0A7-01A-11D-A011-01	TCGA-A8-A0A9-01A-11D-A011-01	TCGA-A8-A0AB-01A-11D-A036-01	TCGA-A8-A0AD-01A-11D-A059-01	TCGA-AN-A03X-01A-21D-A011-01	TCGA-AN-A03Y-01A-21D-A011-01	TCGA-AN-A041-01A-11D-A036-01	TCGA-AN-A046-01A-21D-A036-01	TCGA-AN-A049-01A-21D-A011-01	TCGA-AN-A04A-01A-21D-A036-01	TCGA-AN-A04C-01A-21D-A036-01	TCGA-AN-A04D-01A-21D-A036-01	TCGA-AN-A0AJ-01A-11D-A011-01	TCGA-AN-A0AK-01A-21D-A011-01	TCGA-AN-A0AL-01A-11D-A011-01	TCGA-AN-A0AM-01A-11D-A036-01	TCGA-AN-A0AR-01A-11D-A011-01	TCGA-AN-A0AS-01A-11D-A011-01	TCGA-AN-A0AT-01A-11D-A036-01	TCGA-AN-A0FD-01A-11D-A036-01	TCGA-AN-A0FE-01A-11D-A011-01	TCGA-AN-A0FF-01A-11D-A036-01	TCGA-AN-A0FG-01A-11D-A011-01	TCGA-AN-A0FJ-01A-11D-A011-01	TCGA-AN-A0FK-01A-11D-A036-01	TCGA-AN-A0FL-01A-11D-A036-01	TCGA-AN-A0FN-01A-11D-A036-01	TCGA-AN-A0FS-01A-11D-A036-01	TCGA-AN-A0FT-01A-11D-A036-01	TCGA-AN-A0FV-01A-11D-A011-01	TCGA-AN-A0FW-01A-11D-A036-01	TCGA-AN-A0FX-01A-11D-A036-01	TCGA-AN-A0FY-01A-11D-A036-01	TCGA-AN-A0FZ-01A-11D-A036-01	TCGA-AN-A0XL-01A-11D-A10L-01	TCGA-AO-A03L-01A-41D-A059-01	TCGA-AO-A03M-01B-11D-A10L-01	TCGA-AO-A03N-01B-11D-A10L-01	TCGA-AO-A03O-01A-11D-A011-01	TCGA-AO-A03P-01A-11D-A011-01	TCGA-AO-A03R-01A-21D-A036-01	TCGA-AO-A03T-01A-21D-A036-01	TCGA-AO-A03U-01B-21D-A10L-01	TCGA-AO-A03V-01A-11D-A111-01	TCGA-AO-A0J2-01A-11D-A036-01	TCGA-AO-A0J3-01A-11D-A036-01	TCGA-AO-A0J4-01A-11D-A036-01	TCGA-AO-A0J5-01A-11D-A036-01	TCGA-AO-A0J6-01A-11D-A036-01	TCGA-AO-A0J7-01A-11D-A036-01	TCGA-AO-A0J8-01A-21D-A036-01	TCGA-AO-A0J9-01A-11D-A036-01	TCGA-AO-A0JA-01A-11D-A059-01	TCGA-AO-A0JB-01A-11D-A059-01	TCGA-AO-A0JC-01A-11D-A059-01	TCGA-AO-A0JD-01A-11D-A059-01	TCGA-AO-A0JE-01A-11D-A059-01	TCGA-AO-A0JF-01A-11D-A059-01	TCGA-AO-A0JG-01A-31D-A087-01	TCGA-AO-A0JI-01A-21D-A059-01	TCGA-AO-A0JJ-01A-11D-A059-01	TCGA-AO-A0JL-01A-11D-A059-01	TCGA-AO-A0JM-01A-21D-A059-01	TCGA-AO-A124-01A-11D-A10L-01	TCGA-AO-A125-01A-11D-A10L-01	TCGA-AO-A126-01A-11D-A10L-01	TCGA-AO-A128-01A-11D-A10L-01	TCGA-AO-A129-01A-21D-A10L-01	TCGA-AO-A12A-01A-21D-A111-01	TCGA-AO-A12B-01A-11D-A10L-01	TCGA-AO-A12D-01A-11D-A111-01	TCGA-AO-A12E-01A-11D-A10L-01	TCGA-AO-A12F-01A-11D-A111-01	TCGA-AO-A12G-01A-11D-A10L-01	TCGA-AO-A12H-01A-11D-A111-01	TCGA-AQ-A04H-01B-11D-A10L-01	TCGA-AQ-A04J-01A-02D-A036-01	TCGA-AQ-A04L-01B-21D-A10L-01	TCGA-AR-A0TP-01A-11D-A087-01	TCGA-AR-A0TQ-01A-11D-A087-01	TCGA-AR-A0TR-01A-11D-A087-01	TCGA-AR-A0TS-01A-11D-A111-01	TCGA-AR-A0TT-01A-31D-A087-01	TCGA-AR-A0TV-01A-21D-A087-01	TCGA-AR-A0TW-01A-11D-A087-01	TCGA-AR-A0TX-01A-11D-A087-01	TCGA-AR-A0TY-01A-12D-A111-01	TCGA-AR-A0TZ-01A-12D-A087-01	TCGA-AR-A0U1-01A-11D-A111-01	TCGA-AR-A1AH-01A-11D-A12A-01	TCGA-B6-A0I2-01A-11D-A036-01	TCGA-B6-A0I5-01A-11D-A036-01	TCGA-B6-A0I9-01A-11D-A036-01	TCGA-B6-A0IA-01A-11D-A036-01	TCGA-B6-A0IB-01A-11D-A036-01	TCGA-B6-A0IC-01A-11D-A036-01	TCGA-B6-A0IE-01A-11D-A036-01	TCGA-B6-A0IH-01A-11D-A111-01	TCGA-B6-A0IJ-01A-11D-A036-01	TCGA-B6-A0IK-01A-12D-A059-01	TCGA-B6-A0IM-01A-11D-A036-01	TCGA-B6-A0IN-01A-11D-A036-01	TCGA-B6-A0IO-01A-11D-A036-01	TCGA-B6-A0IP-01A-11D-A036-01	TCGA-B6-A0IQ-01A-11D-A036-01	TCGA-B6-A0RE-01A-11D-A059-01	TCGA-B6-A0RG-01A-11D-A059-01	TCGA-B6-A0RH-01A-21D-A111-01	TCGA-B6-A0RI-01A-11D-A059-01	TCGA-B6-A0RL-01A-11D-A087-01	TCGA-B6-A0RM-01A-11D-A087-01	TCGA-B6-A0RN-01A-12D-A087-01	TCGA-B6-A0RO-01A-22D-A087-01	TCGA-B6-A0RP-01A-21D-A087-01	TCGA-B6-A0RQ-01A-11D-A111-01	TCGA-B6-A0RS-01A-11D-A087-01	TCGA-B6-A0RT-01A-21D-A087-01	TCGA-B6-A0RU-01A-11D-A087-01	TCGA-B6-A0RV-01A-11D-A087-01	TCGA-B6-A0WS-01A-11D-A111-01	TCGA-B6-A0X0-01A-21D-A111-01	TCGA-B6-A0X7-01A-11D-A10L-01	TCGA-BH-A0AV-01A-31D-A111-01	TCGA-BH-A0AW-01A-11D-A059-01	TCGA-BH-A0AY-01A-21D-A011-01	TCGA-BH-A0B0-01A-21D-A111-01	TCGA-BH-A0B2-01A-11D-A10L-01	TCGA-BH-A0B3-01A-11D-A059-01	TCGA-BH-A0B4-01A-11D-A011-01	TCGA-BH-A0B7-01A-12D-A111-01	TCGA-BH-A0B9-01A-11D-A059-01	TCGA-BH-A0BA-01A-11D-A059-01	TCGA-BH-A0BC-01A-22D-A087-01	TCGA-BH-A0BD-01A-11D-A036-01	TCGA-BH-A0BG-01A-11D-A111-01	TCGA-BH-A0BJ-01A-11D-A059-01	TCGA-BH-A0BL-01A-11D-A111-01	TCGA-BH-A0BM-01A-11D-A059-01	TCGA-BH-A0BO-01A-23D-A12A-01	TCGA-BH-A0BP-01A-11D-A111-01	TCGA-BH-A0BQ-01A-21D-A111-01	TCGA-BH-A0BR-01A-21D-A111-01	TCGA-BH-A0BV-01A-11D-A011-01	TCGA-BH-A0BW-01A-11D-A111-01	TCGA-BH-A0C0-01A-21D-A059-01	TCGA-BH-A0C1-01B-11D-A12A-01	TCGA-BH-A0C7-01B-11D-A111-01	TCGA-BH-A0DE-01A-11D-A111-01	TCGA-BH-A0DH-01A-11D-A087-01	TCGA-BH-A0DK-01A-21D-A059-01	TCGA-BH-A0DL-01A-11D-A111-01	TCGA-BH-A0DO-01B-11D-A12A-01	TCGA-BH-A0DP-01A-21D-A059-01	TCGA-BH-A0DQ-01A-11D-A087-01	TCGA-BH-A0DS-01A-11D-A059-01	TCGA-BH-A0DT-01A-21D-A12A-01	TCGA-BH-A0DX-01A-11D-A111-01	TCGA-BH-A0DZ-01A-11D-A011-01	TCGA-BH-A0E0-01A-11D-A059-01	TCGA-BH-A0E1-01A-11D-A059-01	TCGA-BH-A0E2-01A-11D-A059-01	TCGA-BH-A0E6-01A-11D-A036-01	TCGA-BH-A0E7-01A-11D-A036-01	TCGA-BH-A0E9-01B-11D-A111-01	TCGA-BH-A0EA-01A-11D-A111-01	TCGA-BH-A0EB-01A-11D-A036-01	TCGA-BH-A0EE-01A-11D-A036-01	TCGA-BH-A0EI-01A-11D-A111-01	TCGA-BH-A0GY-01A-11D-A059-01	TCGA-BH-A0GZ-01A-11D-A059-01	TCGA-BH-A0H0-01A-11D-A059-01	TCGA-BH-A0H5-01A-21D-A111-01	TCGA-BH-A0H6-01A-21D-A059-01	TCGA-BH-A0H7-01A-13D-A059-01	TCGA-BH-A0H9-01A-11D-A059-01	TCGA-BH-A0HB-01A-11D-A059-01	TCGA-BH-A0HI-01A-11D-A087-01	TCGA-BH-A0HK-01A-11D-A059-01	TCGA-BH-A0HO-01A-11D-A036-01	TCGA-BH-A0HP-01A-12D-A087-01	TCGA-BH-A0HU-01A-11D-A036-01	TCGA-BH-A0HW-01A-11D-A036-01	TCGA-BH-A0HX-01A-21D-A059-01	TCGA-BH-A0RX-01A-21D-A087-01	TCGA-BH-A18F-01A-11D-A12A-01	TCGA-BH-A18G-01A-11D-A12A-01	TCGA-BH-A18H-01A-11D-A12A-01	TCGA-BH-A18I-01A-11D-A12A-01	TCGA-BH-A18J-01A-11D-A12A-01	TCGA-BH-A18K-01A-11D-A12A-01	TCGA-BH-A18L-01A-32D-A12A-01	TCGA-BH-A18M-01A-11D-A12A-01	TCGA-BH-A18N-01A-11D-A12A-01	TCGA-BH-A18P-01A-11D-A12A-01	TCGA-BH-A18Q-01A-12D-A12A-01	TCGA-BH-A18R-01A-11D-A12A-01	TCGA-BH-A18S-01A-11D-A12A-01	TCGA-BH-A18T-01A-11D-A12A-01	TCGA-BH-A18U-01A-21D-A12A-01	TCGA-BH-A18V-01A-11D-A12A-01	TCGA-C8-A12Y-01A-11D-A12A-01	TCGA-C8-A133-01A-32D-A12A-01	TCGA-E2-A105-01A-11D-A10L-01	TCGA-E2-A107-01A-11D-A10L-01	TCGA-E2-A108-01A-13D-A10L-01	TCGA-E2-A109-01A-11D-A10L-01	TCGA-E2-A10B-01A-11D-A10L-01	TCGA-E2-A10C-01A-21D-A10L-01	TCGA-E2-A10E-01A-21D-A10L-01	TCGA-E2-A10F-01A-11D-A10L-01	TCGA-E2-A14P-01A-31D-A12A-01	TCGA-E2-A14Q-01A-11D-A12A-01	TCGA-E2-A14S-01A-11D-A12A-01	TCGA-E2-A14V-01A-11D-A12A-01	TCGA-E2-A14W-01A-11D-A12A-01	TCGA-E2-A14Y-01A-21D-A12A-01	TCGA-E2-A150-01A-11D-A12A-01	TCGA-E2-A152-01A-11D-A12A-01	TCGA-E2-A153-01A-12D-A12A-01	TCGA-E2-A155-01A-11D-A12A-01	TCGA-E2-A156-01A-11D-A12A-01	TCGA-E2-A158-01A-11D-A12A-01	TCGA-E2-A15A-06A-11D-A12A-01	TCGA-E2-A15C-01A-31D-A12A-01	TCGA-E2-A15E-06A-11D-A12A-01	TCGA-E2-A15G-01A-11D-A12A-01	TCGA-E2-A15H-01A-11D-A12A-01	TCGA-E2-A15L-01A-11D-A12A-01	TCGA-E2-A15M-01A-11D-A12A-01
A2M	2	12p13.31	0	0	0	1	1	0	0	2	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	-1	0	0	0	0	0	0	1	1	-1	0	0	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	-1	0	1	1	0	0	-1	0	-1	0	0	1	0	0	0	-1	-1	0	0	0	0	-1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	-1	0	0	0	0	-1	1	0	0	1	0	0	1	0	1	0	0	-1	0	0	1	0	0	0	0	-1	0	1	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	-1	0	0	0	0	-1	0	2	0	0	-1	-1	-1	0	2	1	-1	0	0	0	-1	1	0	1	0	0	-1	0	1	-1	0	0	-1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	2	0	0	0	2	2	0	0	-1	0	0	0	0	0	0	-1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	-1	0	0	0	1	-1	0	-1	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	-1	0	0	0	0	0	0	0	0	-1	-1	1	0	0	-1	0	0	0	-1	1	0	0	0	0	0	0	0	-1	0	1	0	0	0	0	0	0	-1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	1	0	1	0	0	0	1	0	0	1	1	0	0	0	-1	0	1	0	0	1	0	0	-1	0	0	0	0	0	0	0	0	0
NAT2	10	8p22	0	0	0	1	-1	0	-1	0	-1	-1	0	-1	2	-1	0	-1	-1	0	1	-1	0	0	1	-1	1	-1	0	0	-1	0	1	-1	0	0	1	0	-1	0	0	-1	-1	-1	-1	0	0	0	-1	1	-1	0	-1	0	1	-1	0	1	0	-1	0	1	-1	0	0	-1	-1	0	0	-1	-1	-1	-1	1	-1	-1	-1	-2	1	-1	-1	-1	-1	-1	-1	1	-1	-1	0	1	-1	-1	-1	-1	0	-2	0	-1	-1	0	0	-1	-1	0	0	1	-1	-1	0	0	-1	-1	-1	0	-1	-1	-1	-1	-1	1	-1	-1	1	0	0	0	-1	1	-1	1	1	0	1	0	-1	-1	-1	-1	-1	-1	0	0	0	0	0	1	0	0	0	1	0	0	1	-1	-1	0	-1	-1	-1	0	-1	0	0	-1	-1	-1	-1	-1	-1	0	-1	0	1	0	0	-1	-1	-1	0	-1	-1	-1	-1	0	0	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	-1	1	0	-1	1	-1	0	0	-1	0	-1	0	0	0	-1	-1	0	-1	0	-1	0	1	0	0	0	-1	0	0	0	-1	-1	0	0	0	-1	-1	-1	-1	-1	0	-1	0	-1	1	-1	-1	1	0	0	0	-1	-1	-1	-1	0	0	-1	0	-1	-1	0	-1	-1	0	-1	1	0	0	0	-1	-1	-1	-1	-1	-1	0	-1	0	-1	0	0	0	0	1	0	1	-1	0	1	0	0	0	0	-1	-1	-1	0	1	-1	0	0	0	0	0	1	0	1	1	0	0	0	1	-1	0	-1	0	0	0	-1	-1	0	0	-1	0	-1	-1	0	-1	0	-1	0	0	-1	-1	-1	0	-1	0	-1	-1	-1	-1	-1	0	-1	0	-1	0	-1	-1	2	-1	-1	0	-1	1	0	-1	0	0	0	0	-2	0	-1	-1	-1	-1	-1	0	0	0	0	-1	0	-1	-2	0	-1	0	0
ACADM	34	1p31.1	0	0	0	0	0	1	0	0	0	0	0	-1	2	0	0	0	0	0	0	0	0	-1	-1	0	0	-1	1	1	0	1	0	-1	0	-1	0	0	0	0	-1	0	0	0	0	-1	0	0	0	0	0	0	-1	0	1	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-1	-1	0	-1	1	-1	0	0	-1	0	-1	0	-1	0	0	1	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	0	1	-1	-1	0	-2	0	-1	0	0	0	-1	0	-1	0	-1	0	0	1	-1	0	0	-1	0	-1	-1	-1	0	0	0	-1	0	0	0	-1	0	0	-1	-1	-1	0	0	-1	0	-1	-1	0	0	0	1	0	1	-1	-1	0	0	-1	0	-1	-1	0	0	0	-1	-1	0	0	0	-1	-1	0	0	1	0	0	-1	0	-1	0	-1	0	0	0	0	0	-1	0	-1	1	-1	0	0	-1	0	0	-1	0	0	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	1	0	-1	0	-1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	-1	1	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	1	0	0	0	0	0	0	-1	0	0	-1	0	0	0	0	0	0	0	1	-1	0	0	0	0	-1	0	0	0	0	0	1	-1	0	0	0	0	0	0	0	-1	0	0	0	-1	0	0	0	0	-1	-1	0	0	0	0	0	0	0	0	-1	0	0	-1	0	-1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ACADS	35	12q24.31	0	-1	0	-1	0	0	0	0	0	-1	0	-1	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	-1	0	0	-1	0	0	0	-1	0	0	0	0	0	0	1	0	1	-1	-1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	-1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	-1	0	1	1	0	0	1	-1	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	-1	0	0	1	0	0	-1	0	0	0	0	1	-1	0	0	0	0	0	-1	0	0	0	1	0	0	0	0	-1	0	0	0	1	0	0	-1	-1	0	0	1	0	0	-1	-1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	-1	0	-1	0	0	0	0	1	0	-1	0	-1	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	-1	0	0	0	-1	0	0	0	1	0	0	0	1	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	1	-1	0	0	0	-1	-1	0	0	0	-1	0	0	-1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	1	0	0	0	1	0	0	-1	0	-1	0	-1	0	0	0	0	0	0	0	1	0	0	0	0	1	-1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	-1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	1	0	0	0
ACADVL	37	17p13.1	-1	-1	-1	-1	-1	0	-1	-1	0	-1	0	-1	-1	-1	0	0	-1	0	0	0	0	0	-1	-1	-1	-1	0	0	-1	0	0	-1	0	-1	-1	0	0	0	1	1	-1	0	-1	-1	0	-1	-1	-1	0	-1	-1	0	0	0	-1	0	0	0	0	-1	0	-1	0	-1	-1	-1	0	1	-1	-1	0	-1	0	0	0	-2	0	0	-1	-1	0	-1	-1	0	0	-1	0	-1	0	-1	0	0	0	-1	0	-1	0	0	-1	-1	-1	0	-1	0	0	-1	0	0	0	-1	-1	0	0	-1	0	0	0	-1	0	-1	-1	-1	0	0	-1	0	0	0	-1	0	1	-1	-1	-1	-1	0	-1	0	0	0	0	0	0	-1	-1	-1	0	0	-1	-1	0	0	-1	-2	-1	-1	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	0	0	-1	0	-1	0	0	0	-1	0	-1	0	-1	-1	-1	-1	0	0	0	-1	-1	0	-1	-1	-1	-1	0	0	1	0	0	-1	-1	0	-1	-1	0	-1	0	0	0	-1	0	0	-1	0	0	0	1	0	1	0	-1	0	-1	-1	-1	-1	0	-1	0	-1	0	-1	-1	-1	-1	-1	-1	0	0	-1	0	0	0	-1	-1	0	-1	-1	-1	-1	0	0	-1	-1	-1	-1	-1	0	0	0	0	0	-1	0	-1	-1	-1	0	-1	-1	-1	0	-1	-1	0	-1	0	-1	0	-1	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	-1	-1	0	-1	0	0	-1	0	0	0	-1	-1	-1	0	-1	0	0	0	0	0	-1	-1	0	0	-1	0	0	-1	0	-1	0	-1	0	-1	-1	-1	0	0	-1	0	0	0	-1	0	-1	0	1	-1	-1	0	-1	-1	-1	-1	-1	0	-1	0	0	-1	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	0	0	-1	0	-1	0	0
